active_pokemon_types,active_pokemon_levitate,active_pokemon_weight,active_pokemon_hp,active_pokemon_attack,active_pokemon_defense,active_pokemon_special_attack,active_pokemon_special_defense,active_pokemon_speed,opponent_pokemon_types,opponent_pokemon_levitate,opponent_pokemon_weight,opponent_pokemon_hp,opponent_pokemon_attack,opponent_pokemon_defense,opponent_pokemon_special_attack,opponent_pokemon_special_defense,opponent_pokemon_speed,entering_pokemon_types,entering_pokemon_levitate,entering_pokemon_weight,entering_pokemon_hp,entering_pokemon_attack,entering_pokemon_defense,entering_pokemon_special_attack,entering_pokemon_special_defense,entering_pokemon_speed,active_attack,active_defense,active_special_attack,active_special_defense,active_speed,opponent_attack,opponent_defense,opponent_special_attack,opponent_special_defense,opponent_speed,move
steel;psychic,0,156.0,90,72,100,122,108,98,electric;dragon,0,480.0,125,73,91,137,89,75,fire;ghost,0,326.5,104,75,100,110,75,66,1,0,1,1,1,0,0,0,0,0,Switch
electric;dragon,0,480.0,125,73,91,137,89,75,fire;ghost,0,326.5,104,75,100,110,75,66,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,1,0,1,1,1,Thunderbolt
fire;ghost,0,326.5,104,75,100,110,75,66,electric;dragon,0,480.0,125,73,91,137,89,75,grass,0,39.8,80,120,84,60,96,110,1,0,1,1,1,0,0,0,0,0,Switch
electric;dragon,0,480.0,125,73,91,137,89,75,fire;ghost,0,326.5,104,75,100,110,75,66,fire,0,19.9,73,76,75,81,100,100,0,0,0,0,0,1,0,1,1,1,Switch
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,water,0,10.0,20,10,55,15,20,80,3,0,1,1,1,0,0,0,0,0,Swords Dance
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,fire;dragon,0,590.0,105,115,121,65,93,91,0,0,0,0,0,3,0,1,1,1,Switch
fire;dragon,0,590.0,105,115,121,65,93,91,fire;dragon,0,590.0,105,115,121,65,93,91,water,0,10.0,20,10,55,15,20,80,1,0,0,0,1,3,0,1,1,1,Dragon Dance
fire;dragon,0,590.0,105,115,121,65,93,91,fire;dragon,0,590.0,105,115,121,65,93,91,ground;fighting,0,320.0,115,131,131,53,53,87,3,0,1,1,1,1,0,0,0,1,Switch
fire;dragon,0,590.0,105,115,121,65,93,91,ground;fighting,0,320.0,115,131,131,53,53,87,water,0,10.0,20,10,55,15,20,80,1,0,0,0,1,3,0,1,1,1,Dragon Claw
fire;dragon,0,590.0,105,115,121,65,93,91,ground;fighting,0,320.0,115,131,131,53,53,87,ground;fighting,0,320.0,115,131,131,53,53,87,1,0,0,0,1,3,0,1,1,1,Switch
ground;fighting,0,320.0,115,131,131,53,53,87,ground;fighting,0,320.0,115,131,131,53,53,87,water,0,10.0,20,10,55,15,20,80,1,0,0,0,1,3,0,1,1,1,Ice Spinner
ground;fighting,0,320.0,115,131,131,53,53,87,ground;fighting,0,320.0,115,131,131,53,53,87,dark;steel,0,120.0,100,135,120,60,85,50,3,0,1,1,1,1,0,0,0,1,Switch
grass,0,90.0,100,125,90,60,70,85,psychic,0,85.6,120,70,110,75,120,85,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Knock Off
psychic,0,85.6,120,70,110,75,120,85,psychic,0,85.6,120,70,110,75,120,85,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Trick Room
psychic,0,85.6,120,70,110,75,120,85,psychic,0,85.6,120,70,110,75,120,85,ice,0,800.0,100,145,130,65,110,30,0,0,0,0,0,0,0,0,0,0,Switch
grass,0,90.0,100,125,90,60,70,85,ice,0,800.0,100,145,130,65,110,30,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Knock Off
grass,0,90.0,100,125,90,60,70,85,ice,0,800.0,100,145,130,65,110,30,ground;steel,0,240.0,90,112,120,72,70,106,0,0,0,0,0,0,0,0,0,0,Switch
grass,0,90.0,100,125,90,60,70,85,ice,0,800.0,100,145,130,65,110,30,grass,0,39.8,80,120,84,60,96,110,0,0,0,0,0,1,-1,0,-1,0,Switch
ice,0,800.0,100,145,130,65,110,30,grass,0,39.8,80,120,84,60,96,110,water,0,10.0,20,10,55,15,20,80,1,-2,0,-2,0,0,0,0,0,0,Close Combat
ice,0,800.0,100,145,130,65,110,30,grass,0,39.8,80,120,84,60,96,110,psychic,0,85.6,120,70,110,75,120,85,1,-2,0,-2,0,0,0,0,0,0,Switch
grass,0,39.8,80,120,84,60,96,110,ice,0,800.0,100,145,130,65,110,30,dragon;dark,0,380.0,105,139,71,55,101,119,0,0,0,0,0,1,-2,0,-2,0,Switch
ice,0,800.0,100,145,130,65,110,30,grass,0,39.8,80,120,84,60,96,110,psychic;fairy,0,5.1,57,90,95,136,103,29,1,-2,0,-2,0,0,0,0,0,0,Switch
dragon;dark,0,380.0,105,139,71,55,101,119,dragon;dark,0,380.0,105,139,71,55,101,119,water,0,10.0,20,10,55,15,20,80,1,0,0,0,1,1,-2,0,-2,0,Dragon Dance
dragon;dark,0,380.0,105,139,71,55,101,119,dragon;dark,0,380.0,105,139,71,55,101,119,psychic,0,85.6,120,70,110,75,120,85,1,-2,0,-2,0,1,0,0,0,1,Switch
dragon;dark,0,380.0,105,139,71,55,101,119,psychic,0,85.6,120,70,110,75,120,85,water,0,10.0,20,10,55,15,20,80,1,0,0,0,1,1,-2,0,-2,0,Knock Off
psychic,0,85.6,120,70,110,75,120,85,dragon;dark,0,380.0,105,139,71,55,101,119,dark;steel,0,120.0,100,135,120,60,85,50,1,-2,0,-2,0,1,0,0,0,1,Switch
dragon;ghost,0,50.0,88,120,75,100,75,142,electric,0,1.0,48,101,95,91,85,15,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Will-O-Wisp
electric,0,1.0,48,101,95,91,85,15,dragon;ghost,0,50.0,88,120,75,100,75,142,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Thunder Wave
electric,0,1.0,48,101,95,91,85,15,dragon;ghost,0,50.0,88,120,75,100,75,142,electric;dragon,0,480.0,125,73,91,137,89,75,0,0,0,0,0,0,0,0,0,0,Switch
dragon;ghost,0,50.0,88,120,75,100,75,142,electric;dragon,0,480.0,125,73,91,137,89,75,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Hex
electric;dragon,0,480.0,125,73,91,137,89,75,dragon;ghost,0,50.0,88,120,75,100,75,142,ground;steel,0,240.0,90,112,120,72,70,106,0,0,0,0,0,0,0,0,0,0,Switch
ground;steel,0,240.0,90,112,120,72,70,106,dragon;ghost,0,50.0,88,120,75,100,75,142,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Earthquake
dragon;ghost,0,50.0,88,120,75,100,75,142,ground;steel,0,240.0,90,112,120,72,70,106,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Will-O-Wisp
ground;steel,0,240.0,90,112,120,72,70,106,dragon;ghost,0,50.0,88,120,75,100,75,142,electric,0,30.0,60,90,55,90,80,110,0,0,0,0,0,0,0,0,0,0,Switch
water;flying,0,28.0,60,50,100,95,70,65,electric;flying,0,38.6,70,70,60,105,60,125,electric;flying,0,52.6,90,90,85,125,90,100,0,0,0,0,0,0,0,0,0,0,Switch
electric;flying,0,38.6,70,70,60,105,60,125,electric;flying,0,52.6,90,90,85,125,90,100,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Weather Ball
electric;flying,0,52.6,90,90,85,125,90,100,electric;flying,0,38.6,70,70,60,105,60,125,dark;poison,0,60.5,85,115,95,65,65,85,0,0,0,0,0,0,0,0,0,0,Switch
electric;flying,0,38.6,70,70,60,105,60,125,electric;flying,0,52.6,90,90,85,125,90,100,water,0,220.0,150,100,115,65,65,35,0,0,0,0,0,0,0,0,0,0,Switch
dark;poison,0,60.5,85,115,95,65,65,85,dark;poison,0,60.5,85,115,95,65,65,85,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Swords Dance
dark;poison,0,60.5,85,115,95,65,65,85,water,0,220.0,150,100,115,65,65,35,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Gunk Shot
dark;poison,0,60.5,85,115,95,65,65,85,water,0,220.0,150,100,115,65,65,35,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Gunk Shot
dark;poison,0,60.5,85,115,95,65,65,85,water,0,220.0,150,100,115,65,65,35,grass,0,90.0,100,125,90,60,70,85,2,0,0,0,0,0,0,0,0,0,Switch
grass,0,90.0,100,125,90,60,70,85,water,0,220.0,150,100,115,65,65,35,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Knock Off
grass,0,90.0,100,125,90,60,70,85,water,0,220.0,150,100,115,65,65,35,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Knock Off
water,0,220.0,150,100,115,65,65,35,grass,0,90.0,100,125,90,60,70,85,water;flying,0,28.0,60,50,100,95,70,65,0,0,0,0,0,2,0,0,0,0,Switch
grass,0,90.0,100,125,90,60,70,85,water;flying,0,28.0,60,50,100,95,70,65,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Knock Off
water;flying,0,28.0,60,50,100,95,70,65,grass,0,90.0,100,125,90,60,70,85,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,2,0,0,0,0,Hurricane
grass,0,90.0,100,125,90,60,70,85,water;flying,0,28.0,60,50,100,95,70,65,ground;steel,0,240.0,90,112,120,72,70,106,2,0,0,0,0,0,0,0,0,0,Switch
ground;steel,0,240.0,90,112,120,72,70,106,water;flying,0,28.0,60,50,100,95,70,65,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Thunder
water;flying,0,28.0,60,50,100,95,70,65,ground;steel,0,240.0,90,112,120,72,70,106,water,0,30.0,61,123,60,60,50,136,0,0,0,0,0,2,0,0,0,0,Switch
water,0,30.0,61,123,60,60,50,136,ground;steel,0,240.0,90,112,120,72,70,106,water,0,10.0,20,10,55,15,20,80,0,-1,0,-1,0,2,0,0,0,0,Close Combat
ground;steel,0,240.0,90,112,120,72,70,106,water,0,30.0,61,123,60,60,50,136,water;fighting,0,54.0,90,95,95,70,90,70,2,0,0,0,0,0,-1,0,-1,0,Switch
water;fighting,0,54.0,90,95,95,70,90,70,water;fighting,0,54.0,90,95,95,70,90,70,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,-2,0,-2,0,Belly Drum
bug;fire,0,46.0,85,60,65,135,105,100,dragon;psychic,0,60.0,80,90,80,130,110,110,flying;steel,0,75.0,98,87,105,53,85,67,0,0,0,0,0,0,0,0,0,0,Switch
dragon;psychic,0,60.0,80,90,80,130,110,110,bug;fire,0,46.0,85,60,65,135,105,100,fire;dragon,0,590.0,105,115,121,65,93,91,0,0,-2,0,0,0,0,0,0,0,Switch
bug;fire,0,46.0,85,60,65,135,105,100,dragon;psychic,0,60.0,80,90,80,130,110,110,ground;fighting,0,320.0,115,131,131,53,53,87,0,0,0,0,0,0,0,-2,0,0,Switch
dragon;psychic,0,60.0,80,90,80,130,110,110,bug;fire,0,46.0,85,60,65,135,105,100,dragon;psychic,0,60.0,80,90,80,130,110,110,0,0,-2,0,0,0,0,0,0,0,Switch
ground;fighting,0,320.0,115,131,131,53,53,87,dragon;psychic,0,60.0,80,90,80,130,110,110,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,-2,0,0,Knock Off
ground;fighting,0,320.0,115,131,131,53,53,87,dragon;psychic,0,60.0,80,90,80,130,110,110,flying;steel,0,75.0,98,87,105,53,85,67,0,0,0,0,0,0,0,-2,0,0,Switch
dragon;psychic,0,60.0,80,90,80,130,110,110,ground;fighting,0,320.0,115,131,131,53,53,87,steel;psychic,0,1.1,100,100,100,100,100,100,0,0,-2,0,0,0,0,0,0,0,Switch
ground;fighting,0,320.0,115,131,131,53,53,87,dragon;psychic,0,60.0,80,90,80,130,110,110,bug;fire,0,46.0,85,60,65,135,105,100,0,0,0,0,0,0,0,-2,0,0,Switch
steel;psychic,0,1.1,100,100,100,100,100,100,bug;fire,0,46.0,85,60,65,135,105,100,water,0,10.0,20,10,55,15,20,80,0,0,-2,0,0,0,0,0,0,0,Thunder Wave
steel;psychic,0,1.1,100,100,100,100,100,100,bug;fire,0,46.0,85,60,65,135,105,100,water,0,10.0,20,10,55,15,20,80,0,0,-2,0,0,0,0,0,0,0,Zen Headbutt
steel;psychic,0,1.1,100,100,100,100,100,100,bug;fire,0,46.0,85,60,65,135,105,100,dragon;psychic,0,60.0,80,90,80,130,110,110,0,0,-2,0,0,0,0,0,0,0,Switch
bug;fire,0,46.0,85,60,65,135,105,100,steel;psychic,0,1.1,100,100,100,100,100,100,ground;fighting,0,320.0,115,131,131,53,53,87,0,0,0,0,0,0,0,-2,0,0,Switch
steel;psychic,0,1.1,100,100,100,100,100,100,bug;fire,0,46.0,85,60,65,135,105,100,steel;psychic,0,1.1,100,100,100,100,100,100,0,0,-2,0,0,0,0,0,0,0,Switch
bug;fire,0,46.0,85,60,65,135,105,100,steel;psychic,0,1.1,100,100,100,100,100,100,electric;dragon,0,480.0,125,73,91,137,89,75,0,0,0,0,0,0,0,-2,0,0,Switch
steel;psychic,0,1.1,100,100,100,100,100,100,electric;dragon,0,480.0,125,73,91,137,89,75,water,0,10.0,20,10,55,15,20,80,0,0,-2,0,0,0,0,0,0,0,Zen Headbutt
electric;dragon,0,480.0,125,73,91,137,89,75,steel;psychic,0,1.1,100,100,100,100,100,100,flying;steel,0,75.0,98,87,105,53,85,67,0,0,0,0,0,0,0,-2,0,0,Switch
electric;dragon,0,480.0,125,73,91,137,89,75,steel;psychic,0,1.1,100,100,100,100,100,100,bug;fire,0,46.0,85,60,65,135,105,100,0,0,0,0,0,0,0,-2,0,0,Switch
electric;dragon,0,480.0,125,73,91,137,89,75,steel;psychic,0,1.1,100,100,100,100,100,100,electric;dragon,0,480.0,125,73,91,137,89,75,0,0,0,0,0,0,0,-2,0,0,Switch
steel;psychic,0,1.1,100,100,100,100,100,100,electric;dragon,0,480.0,125,73,91,137,89,75,water,0,10.0,20,10,55,15,20,80,0,0,-2,0,0,0,0,0,0,0,Zen Headbutt
steel;psychic,0,1.1,100,100,100,100,100,100,electric;dragon,0,480.0,125,73,91,137,89,75,fire;dragon,0,590.0,105,115,121,65,93,91,0,0,-2,0,0,0,0,0,0,0,Switch
fire;dragon,0,590.0,105,115,121,65,93,91,ground;fighting,0,320.0,115,131,131,53,53,87,water,0,10.0,20,10,55,15,20,80,0,0,-2,0,0,0,0,0,0,0,Flare Blitz
fire;dragon,0,590.0,105,115,121,65,93,91,ground;fighting,0,320.0,115,131,131,53,53,87,water,0,10.0,20,10,55,15,20,80,0,0,-2,0,0,1,1,0,0,0,Flare Blitz
ground;fighting,0,320.0,115,131,131,53,53,87,fire;dragon,0,590.0,105,115,121,65,93,91,water,0,10.0,20,10,55,15,20,80,1,1,0,0,2,0,0,-2,0,0,Rapid Spin
ground;fighting,0,320.0,115,131,131,53,53,87,ground;fighting,0,320.0,115,131,131,53,53,87,water,0,10.0,20,10,55,15,20,80,2,2,0,0,2,0,0,-2,0,0,Bulk Up
ground;fighting,0,320.0,115,131,131,53,53,87,fire;dragon,0,590.0,105,115,121,65,93,91,water,0,10.0,20,10,55,15,20,80,2,2,0,0,3,0,0,-2,0,0,Rapid Spin
fire;dragon,0,590.0,105,115,121,65,93,91,ground;fighting,0,320.0,115,131,131,53,53,87,bug;electric,0,14.3,70,77,60,97,60,108,0,0,-2,0,0,2,2,0,0,3,Switch
ground;fighting,0,320.0,115,131,131,53,53,87,bug;electric,0,14.3,70,77,60,97,60,108,water,0,10.0,20,10,55,15,20,80,2,2,0,0,3,0,0,-2,0,0,Earthquake
ground;fighting,0,320.0,115,131,131,53,53,87,bug;electric,0,14.3,70,77,60,97,60,108,grass,0,39.8,80,120,84,60,96,110,2,2,0,0,3,0,0,-2,0,0,Switch
bug;electric,0,14.3,70,77,60,97,60,108,ground;fighting,0,320.0,115,131,131,53,53,87,normal,0,2.3,74,75,70,65,75,111,0,0,-2,0,0,2,2,0,0,3,Switch
normal,0,2.3,74,75,70,65,75,111,normal,0,2.3,74,75,70,65,75,111,water,0,10.0,20,10,55,15,20,80,1,0,-2,0,1,2,2,0,0,3,Tidy Up
normal,0,2.3,74,75,70,65,75,111,normal,0,2.3,74,75,70,65,75,111,electric;dragon,0,480.0,125,73,91,137,89,75,2,2,0,0,3,1,0,-2,0,1,Switch
normal,0,2.3,74,75,70,65,75,111,normal,0,2.3,74,75,70,65,75,111,flying;steel,0,75.0,98,87,105,53,85,67,2,2,0,0,3,1,0,-2,0,1,Switch
normal,0,2.3,74,75,70,65,75,111,normal,0,2.3,74,75,70,65,75,111,bug;fire,0,46.0,85,60,65,135,105,100,2,2,0,0,3,1,0,-2,0,1,Switch
normal,0,2.3,74,75,70,65,75,111,normal,0,2.3,74,75,70,65,75,111,dragon;dark,0,380.0,105,139,71,55,101,119,1,0,-2,0,1,2,2,0,0,3,Switch
dragon;dark,0,380.0,105,139,71,55,101,119,dragon;dark,0,380.0,105,139,71,55,101,119,water,0,10.0,20,10,55,15,20,80,2,0,-2,0,2,2,2,0,0,3,Dragon Dance
bug;fire,0,46.0,85,60,65,135,105,100,dragon;dark,0,380.0,105,139,71,55,101,119,water,0,10.0,20,10,55,15,20,80,2,2,0,0,3,2,0,-2,0,2,Will-O-Wisp
bug;fire,0,46.0,85,60,65,135,105,100,dragon;dark,0,380.0,105,139,71,55,101,119,flying;steel,0,75.0,98,87,105,53,85,67,2,2,0,0,3,2,0,-2,0,2,Switch
dragon;dark,0,380.0,105,139,71,55,101,119,flying;steel,0,75.0,98,87,105,53,85,67,water,0,10.0,20,10,55,15,20,80,3,0,-2,0,3,2,2,0,0,3,Knock Off
flying;steel,0,75.0,98,87,105,53,85,67,dragon;dark,0,380.0,105,139,71,55,101,119,grass,0,39.8,80,120,84,60,96,110,2,2,0,0,3,3,0,-2,0,3,Switch
flying;steel,0,75.0,98,87,105,53,85,67,dragon;dark,0,380.0,105,139,71,55,101,119,water;psychic,0,79.5,95,75,80,100,110,30,2,2,0,0,3,3,0,-2,0,3,Switch
water;fairy,0,44.0,80,74,74,126,116,60,ground,0,300.0,108,112,118,68,72,47,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Hydro Pump
ground,0,300.0,108,112,118,68,72,47,water;fairy,0,44.0,80,74,74,126,116,60,ground;steel,0,40.4,110,135,60,50,65,88,0,0,0,0,0,0,0,0,0,0,Switch
electric;flying,0,52.6,90,90,85,125,90,100,dark,0,50.5,70,90,90,135,90,125,fairy,0,40.0,95,70,73,95,90,60,0,0,0,0,0,0,0,0,0,0,Switch
dark,0,50.5,70,90,90,135,90,125,dark,0,50.5,70,90,90,135,90,125,water,0,10.0,20,10,55,15,20,80,0,0,2,0,0,0,0,0,0,0,Nasty Plot
dark,0,50.5,70,90,90,135,90,125,dark,0,50.5,70,90,90,135,90,125,water;flying,0,28.0,60,50,100,95,70,65,0,0,2,0,0,0,0,0,0,0,Switch
fairy,0,40.0,95,70,73,95,90,60,water;flying,0,28.0,60,50,100,95,70,65,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,2,0,0,Moonblast
water;flying,0,28.0,60,50,100,95,70,65,fairy,0,40.0,95,70,73,95,90,60,grass,0,39.8,80,120,84,60,96,110,0,0,2,0,0,0,0,0,0,0,Switch
fairy,0,40.0,95,70,73,95,90,60,water;flying,0,28.0,60,50,100,95,70,65,electric;flying,0,52.6,90,90,85,125,90,100,0,0,0,0,0,0,0,2,0,0,Switch
water;flying,0,28.0,60,50,100,95,70,65,fairy,0,40.0,95,70,73,95,90,60,rock;poison,0,45.0,83,55,90,130,81,86,0,0,2,0,0,0,0,0,0,0,Switch
electric;flying,0,52.6,90,90,85,125,90,100,rock;poison,0,45.0,83,55,90,130,81,86,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,2,0,0,Discharge
rock;poison,0,45.0,83,55,90,130,81,86,electric;flying,0,52.6,90,90,85,125,90,100,water,0,10.0,20,10,55,15,20,80,0,0,2,0,0,0,0,0,0,0,Mortal Spin
rock;poison,0,45.0,83,55,90,130,81,86,electric;flying,0,52.6,90,90,85,125,90,100,normal;psychic,0,6.5,100,77,77,128,128,90,0,0,2,0,0,0,0,0,0,0,Switch
normal;psychic,0,6.5,100,77,77,128,128,90,electric;flying,0,52.6,90,90,85,125,90,100,water,0,10.0,20,10,55,15,20,80,0,0,2,0,0,0,0,0,0,0,Thunder
electric;flying,0,52.6,90,90,85,125,90,100,normal;psychic,0,6.5,100,77,77,128,128,90,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,2,0,0,Discharge
electric;flying,0,52.6,90,90,85,125,90,100,normal;psychic,0,6.5,100,77,77,128,128,90,ground;grass,0,58.0,80,70,65,80,120,100,0,0,0,0,0,0,0,2,0,0,Switch
normal;psychic,0,6.5,100,77,77,128,128,90,electric;flying,0,52.6,90,90,85,125,90,100,water;flying,0,28.0,60,50,100,95,70,65,0,0,2,0,0,0,0,0,0,0,Switch
water;flying,0,28.0,60,50,100,95,70,65,ground;grass,0,58.0,80,70,65,80,120,100,water,0,10.0,20,10,55,15,20,80,0,0,2,0,0,0,0,0,0,0,Hurricane
water;flying,0,28.0,60,50,100,95,70,65,ground;grass,0,58.0,80,70,65,80,120,100,water,0,10.0,20,10,55,15,20,80,0,0,2,0,0,0,0,0,0,0,Hurricane
ground;grass,0,58.0,80,70,65,80,120,100,water;flying,0,28.0,60,50,100,95,70,65,electric;flying,0,52.6,90,90,85,125,90,100,0,0,0,0,0,0,0,2,0,0,Switch
water;flying,0,28.0,60,50,100,95,70,65,ground;grass,0,58.0,80,70,65,80,120,100,normal;psychic,0,6.5,100,77,77,128,128,90,0,0,2,0,0,0,0,0,0,0,Switch
normal;psychic,0,6.5,100,77,77,128,128,90,electric;flying,0,52.6,90,90,85,125,90,100,water,0,10.0,20,10,55,15,20,80,0,0,2,0,0,0,0,0,0,0,Thunder
electric;flying,0,52.6,90,90,85,125,90,100,normal;psychic,0,6.5,100,77,77,128,128,90,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,2,0,0,Discharge
electric;flying,0,52.6,90,90,85,125,90,100,normal;psychic,0,6.5,100,77,77,128,128,90,dragon;flying,0,210.0,91,134,95,100,100,80,0,0,0,0,0,0,0,2,0,0,Switch
normal;psychic,0,6.5,100,77,77,128,128,90,dragon;flying,0,210.0,91,134,95,100,100,80,water,0,10.0,20,10,55,15,20,80,0,0,2,0,0,0,0,0,0,0,Thunder
normal;psychic,0,6.5,100,77,77,128,128,90,dragon;flying,0,210.0,91,134,95,100,100,80,dark,0,50.5,70,90,90,135,90,125,0,0,2,0,0,0,0,0,0,0,Switch
dragon;flying,0,210.0,91,134,95,100,100,80,normal;psychic,0,6.5,100,77,77,128,128,90,rock;flying,0,40.0,60,60,100,60,100,60,0,0,0,0,0,0,0,2,0,0,Switch
dark,0,50.5,70,90,90,135,90,125,fighting;electric,0,380.7,154,140,108,50,68,50,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Will-O-Wisp
fighting;electric,0,380.7,154,140,108,50,68,50,dark,0,50.5,70,90,90,135,90,125,water,0,10.0,20,10,55,15,20,80,0,-1,0,-1,0,0,0,0,0,0,Close Combat
dark,0,50.5,70,90,90,135,90,125,fighting;electric,0,380.7,154,140,108,50,68,50,dragon;ghost,0,50.0,88,120,75,100,75,142,0,0,0,0,0,0,-1,0,-1,0,Switch
fighting;electric,0,380.7,154,140,108,50,68,50,dark,0,50.5,70,90,90,135,90,125,dark,0,50.5,70,90,90,135,90,125,0,-1,0,-1,0,0,0,0,0,0,Switch
dark,0,50.5,70,90,90,135,90,125,fighting;electric,0,380.7,154,140,108,50,68,50,fairy,0,40.0,95,70,73,95,90,60,0,0,0,0,0,0,-1,0,-1,0,Switch
fighting;electric,0,380.7,154,140,108,50,68,50,dark,0,50.5,70,90,90,135,90,125,water;psychic,0,79.5,95,75,80,100,110,30,0,-1,0,-1,0,0,0,0,0,0,Switch
fairy,0,40.0,95,70,73,95,90,60,water;psychic,0,79.5,95,75,80,100,110,30,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,-1,0,-1,0,Thunder Wave
fairy,0,40.0,95,70,73,95,90,60,water;psychic,0,79.5,95,75,80,100,110,30,dark;ice,0,34.0,70,120,65,45,85,125,0,0,0,0,0,0,-1,0,-1,0,Switch
water;psychic,0,79.5,95,75,80,100,110,30,fairy,0,40.0,95,70,73,95,90,60,fighting;electric,0,380.7,154,140,108,50,68,50,0,-1,0,-1,0,0,0,0,0,0,Switch
fairy,0,40.0,95,70,73,95,90,60,water;psychic,0,79.5,95,75,80,100,110,30,fairy,0,40.0,95,70,73,95,90,60,0,0,0,0,0,0,-1,0,-1,0,Switch
water;psychic,0,79.5,95,75,80,100,110,30,fairy,0,40.0,95,70,73,95,90,60,dark,0,50.5,70,90,90,135,90,125,0,-2,0,-2,0,0,0,0,0,0,Switch
fairy,0,40.0,95,70,73,95,90,60,fairy,0,40.0,95,70,73,95,90,60,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,-2,0,-2,0,Wish
fairy,0,40.0,95,70,73,95,90,60,fairy,0,40.0,95,70,73,95,90,60,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,-2,0,-2,0,Protect
dark,0,50.5,70,90,90,135,90,125,fairy,0,40.0,95,70,73,95,90,60,water,0,10.0,20,10,55,15,20,80,0,-2,0,-2,0,0,0,0,0,0,Sludge Bomb
fairy,0,40.0,95,70,73,95,90,60,dark,0,50.5,70,90,90,135,90,125,fighting,0,210.0,92,120,115,80,115,138,0,1,0,0,0,0,-2,0,-2,0,Switch
dark,0,50.5,70,90,90,135,90,125,fighting,0,210.0,92,120,115,80,115,138,water,0,10.0,20,10,55,15,20,80,0,-2,0,-2,0,0,1,0,0,0,Sludge Bomb
dark,0,50.5,70,90,90,135,90,125,fighting,0,210.0,92,120,115,80,115,138,flying;steel,0,75.0,98,87,105,53,85,67,0,-2,0,-2,0,0,1,0,0,0,Switch
fighting,0,210.0,92,120,115,80,115,138,flying;steel,0,75.0,98,87,105,53,85,67,water,0,10.0,20,10,55,15,20,80,0,0,0,-1,0,0,-2,0,-2,0,Close Combat
fighting,0,210.0,92,120,115,80,115,138,flying;steel,0,75.0,98,87,105,53,85,67,dragon;ghost,0,50.0,88,120,75,100,75,142,0,0,0,-1,0,0,-2,0,-2,0,Switch
dragon;ghost,0,50.0,88,120,75,100,75,142,flying;steel,0,75.0,98,87,105,53,85,67,water,0,10.0,20,10,55,15,20,80,0,0,0,-1,0,0,-2,0,-2,0,Fire Blast
flying;steel,0,75.0,98,87,105,53,85,67,dragon;ghost,0,50.0,88,120,75,100,75,142,dark,0,50.5,70,90,90,135,90,125,0,-2,0,-2,0,0,0,0,-1,0,Switch
dragon;ghost,0,50.0,88,120,75,100,75,142,flying;steel,0,75.0,98,87,105,53,85,67,fighting,0,210.0,92,120,115,80,115,138,0,0,0,-1,0,0,-2,0,-2,0,Switch
flying;steel,0,75.0,98,87,105,53,85,67,dragon;ghost,0,50.0,88,120,75,100,75,142,water;psychic,0,79.5,95,75,80,100,110,30,0,-2,0,-2,0,0,0,0,-1,0,Switch
dragon;ghost,0,50.0,88,120,75,100,75,142,flying;steel,0,75.0,98,87,105,53,85,67,dragon;ghost,0,50.0,88,120,75,100,75,142,0,-1,0,-2,0,0,-2,0,-2,0,Switch
