name,types,levitate,weight,hp,attack,defense,special_attack,special_defense,speed,weakness_bug,weakness_dark,weakness_dragon,weakness_electric,weakness_fairy,weakness_fighting,weakness_fire,weakness_flying,weakness_ghost,weakness_grass,weakness_ground,weakness_ice,weakness_normal,weakness_poison,weakness_psychic,weakness_rock,weakness_steel,weakness_water
Magby,fire;none,0,21.4,45,75,37,70,55,83,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Magcargo,fire;rock,0,55,60,50,120,90,80,30,0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4
Magearna,steel;fairy,0,80.5,80,95,115,130,115,65,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
Magikarp,water;none,0,10,20,10,55,15,20,80,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Magmar,fire;none,0,44.5,65,95,57,100,85,93,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Magmortar,fire;none,0,68,75,95,67,125,95,83,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Magnemite,electric;steel,0,6,25,35,70,95,55,45,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
Magneton,electric;steel,0,60,50,60,95,120,70,70,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
Magnezone,electric;steel,0,180,70,70,115,130,90,60,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
Makuhita,fighting;none,0,86.4,72,60,30,20,30,25,0.5,0.5,1,1,2,1,0.5,2,1,1,1,0.5,1,1,2,0.5,1,1
Malamar,dark;psychic,0,47,86,92,88,68,75,73,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1
Mamoswine,ice;ground,0,291,110,130,80,70,60,80,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2
Manaphy,water;none,0,1.4,100,100,100,100,100,100,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Mandibuzz,dark;flying,0,39.5,110,65,105,55,95,80,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
Manectric,electric;none,0,40.2,70,75,60,105,60,105,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Mankey,fighting;none,0,28,40,80,35,35,45,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
Mantine,water;flying,0,220,85,40,70,80,140,70,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
Mantyke,water;flying,0,65,45,20,50,60,120,50,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
Maractus,grass;none,0,28,75,86,67,106,67,60,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0
Mareanie,poison;water,0,8,50,53,62,43,52,45,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
Mareep,electric;none,0,7.8,55,40,40,65,45,35,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Marill,water;fairy,0,8.5,70,20,50,20,50,40,0.5,0.5,0,2,1,0.5,0.25,1,1,2,1,0.25,1,2,1,1,1,0.5
Marowak,ground;none,0,45,60,80,110,50,80,45,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
Marshadow,fighting;ghost,0,22.2,90,125,80,90,90,125,0.25,1,1,1,2,0,1,2,2,1,1,1,0,0.5,2,0.5,1,1
Marshtomp,water;ground,0,28,70,85,70,60,70,50,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
Maschiff,dark,0,16,60,78,60,40,51,51,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
Masquerain,bug;flying,0,3.6,70,60,62,100,82,80,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
Maushold,normal,0,2.6,74,75,70,65,75,111,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Mawile,steel;fairy,0,11.5,50,85,85,55,55,50,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
Medicham,fighting;psychic,0,31.5,60,60,75,60,75,80,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
Meditite,fighting;psychic,0,11.2,30,40,55,40,55,60,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
Mega Abomasnow,grass;ice,0,185,90,132,105,132,105,30,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5
Mega Absol,dark;none,0,49,65,150,60,115,60,115,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
Mega Aerodactyl,rock;flying,0,79,80,135,85,70,95,150,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
Mega Aggron,steel;none,0,395,70,140,230,60,80,50,0.5,1,0.5,1,0.5,1.5,1.5,0.5,1,0.5,1.5,0.5,0.5,0,0.5,0.5,0.5,1
Mega Alakazam,psychic;none,0,48,55,50,65,175,105,150,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
Mega Altaria,dragon;fairy,0,20.6,75,110,110,110,105,80,0.5,0.5,0,0.5,2,0.5,0.5,1,1,0.5,1,2,1,2,1,1,2,0.5
Mega Ampharos,electric;dragon,0,61.5,90,95,105,165,110,45,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5
Mega Audino,normal;fairy,0,32,103,60,126,80,126,50,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1
Mega Banette,ghost;none,0,13,64,165,75,93,83,75,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
Mega Beedrill,bug;poison,0,40.5,65,150,40,15,80,145,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
Mega Blastoise,water;none,0,101.1,79,103,120,135,115,78,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Mega Blaziken,fire;fighting,0,52,80,160,80,130,80,100,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
Mega Camerupt,fire;ground,0,320.5,70,120,100,145,105,20,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4
Mega Charizard X,fire;dragon,0,110.5,78,130,111,130,85,100,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1
Mega Charizard Y,fire;flying,0,100.5,78,104,78,159,115,100,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
Mega Diancie,rock;fairy,0,27.8,50,160,110,160,110,110,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2
Mega Gallade,psychic;fighting,0,56.4,68,165,95,65,115,110,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
Mega Garchomp,dragon;ground,0,95,108,170,115,120,95,92,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
Mega Gardevoir,psychic;fairy,0,48.4,68,85,65,165,135,100,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
Mega Gengar,ghost;poison,0,40.5,60,65,80,170,95,130,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1
Mega Glalie,ice;none,0,350.2,80,120,80,120,80,100,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
Mega Gyarados,water;dark,0,305,95,155,109,70,130,81,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
Mega Heracross,bug;fighting,0,62.5,80,185,115,40,105,75,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1
Mega Houndoom,dark;fire,0,49.5,75,90,90,140,90,115,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2
Mega Kangaskhan,normal;none,0,100,105,125,100,60,100,100,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Mega Latias,dragon;psychic,1,52,80,100,120,140,150,110,2,2,2,0.5,2,0.5,0.5,1,2,0.5,0,2,1,1,0.5,1,1,0.5
Mega Latios,dragon;psychic,1,70,80,130,100,160,120,110,2,2,2,0.5,2,0.5,0.5,1,2,0.5,0,2,1,1,0.5,1,1,0.5
Mega Lopunny,normal;fighting,0,28.3,65,136,94,54,96,135,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1
Mega Lucario,fighting;steel,0,57.5,70,145,88,140,70,112,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1
Mega Manectric,electric;none,0,44,70,75,80,135,80,135,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Mega Mawile,steel;fairy,0,23.5,50,105,125,55,95,50,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
Mega Medicham,fighting;psychic,0,31.5,60,100,85,80,85,100,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
Mega Metagross,steel;psychic,0,942.9,80,145,150,105,110,110,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
Mega Mewtwo X,psychic;fighting,0,127,106,190,100,154,100,130,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
Mega Mewtwo Y,psychic;none,0,33,106,150,70,194,120,140,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
Mega Pidgeot,normal;flying,0,50.5,83,80,80,135,80,121,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Mega Pinsir,bug;flying,0,59,65,155,120,65,90,105,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
Mega Rayquaza,dragon;flying,0,392,105,180,100,180,100,115,0.5,1,2,0.5,2,0.5,0.5,1,1,0.25,0,2,1,1,1,1,1,0.5
Mega Sableye,dark;ghost,0,161,50,85,125,85,115,20,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1
Mega Salamence,dragon;flying,0,112.6,95,145,130,120,90,120,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
Mega Sceptile,grass;dragon,0,55.2,70,110,75,145,85,145,2,1,2,0,2,1,1,2,1,0.25,0.5,4,1,2,1,1,1,0.25
Mega Scizor,bug;steel,0,125,70,150,140,65,100,75,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
Mega Sharpedo,water;dark,0,130.3,70,140,70,110,65,105,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
Mega Slowbro,water;psychic,0,120,95,75,180,130,80,30,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5
Mega Steelix,steel;ground,0,740,75,125,230,55,95,30,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2
Mega Swampert,water;ground,0,102,100,150,110,95,110,70,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
Mega Tyranitar,rock;dark,0,255,100,164,150,95,120,71,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2
Mega Venusaur,grass;poison,0,155.5,80,100,123,122,120,80,1,1,1,0.5,0.5,0.5,1,2,1,0.25,1,1,1,1,2,1,1,0.5
Meganium,grass;none,0,100.5,80,82,100,83,100,80,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Melmetal,steel;none,0,800,135,143,143,80,65,34,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
Meloetta Aria Forme,normal;psychic,0,6.5,100,77,77,128,128,90,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1
Meloetta Pirouette Forme,normal;fighting,0,6.5,100,128,90,77,77,128,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1
Meltan,steel;none,0,8,46,65,65,55,35,34,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
Meowscarada,dark;grass,0,31.2,76,110,70,81,70,123,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
Meowstic Female,psychic;none,0,8.5,74,48,76,83,81,104,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
Meowstic Male,psychic;none,0,8.5,74,48,76,83,81,104,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
Meowth,normal;none,0,4.2,40,45,35,40,40,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Mesprit,psychic;none,1,0.3,80,105,105,105,105,80,2,2,1,1,1,0.5,1,1,2,1,0,1,1,1,0.5,1,1,1
Metagross,steel;psychic,0,550,80,135,130,95,90,70,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
Metang,steel;psychic,0,202.5,60,75,100,55,80,50,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
Metapod,bug;none,0,9.9,50,20,55,25,25,30,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Mew,psychic;none,0,4,100,100,100,100,100,100,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
Mewtwo,psychic;none,0,122,106,110,90,154,90,130,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
Mienfoo,fighting;none,0,20,45,85,50,55,50,65,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
Mienshao,fighting;none,0,35.5,65,125,60,95,60,105,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
Mightyena,dark;none,0,37,70,90,70,60,60,70,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
Milcery,fairy;none,0,0.3,45,40,40,50,61,34,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
Milotic,water;none,0,162,95,60,79,100,125,81,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Miltank,normal;none,0,75.5,95,80,105,40,70,100,1,1,1,1,1,2,0.5,1,0,1,1,0.5,1,1,1,1,1,1
Mime Jr.,psychic;fairy,0,13,20,25,45,70,90,60,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
Mimikyu,ghost;fairy,0,0.7,55,90,80,50,105,96,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1
Minccino,normal;none,0,5.8,55,50,40,40,40,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Minior Core Form,rock;flying,0,0.3,60,100,60,100,60,120,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
Minior Meteor Form,rock;flying,0,40,60,60,100,60,100,60,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
Minun,electric;none,0,4.2,60,40,50,75,85,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Miraidon,dragon;electric,0,240,100,85,100,135,115,135,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5
Misdreavus,ghost;none,1,1,60,60,60,85,85,85,0.5,2,1,1,1,0,1,1,2,1,0,1,0,0.5,1,1,1,1
Mismagius,ghost;none,1,4.4,60,60,60,105,105,105,0.5,2,1,1,1,0,1,1,2,1,0,1,0,0.5,1,1,1,1
Moltres,fire;flying,0,60,90,100,90,125,85,90,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
Monferno,fire;fighting,0,22,64,78,52,78,52,81,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
Morelull,grass;fairy,0,1.5,40,35,55,65,75,15,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
Morgrem,dark;fairy,0,12.5,65,60,45,75,55,70,1,0.25,0,1,2,1,1,1,0.5,1,1,1,1,2,0,1,2,1
Morpeko Full Belly Mode,electric;dark,0,3,58,95,58,70,58,97,2,0.5,1,0.5,2,2,1,0.5,0.5,1,2,1,1,1,0,1,0.5,1
Morpeko Hangry Mode,electric;dark,0,3,58,95,58,70,58,97,2,0.5,1,0.5,2,2,1,0.5,0.5,1,2,1,1,1,0,1,0.5,1
Mothim,bug;flying,0,23.3,70,94,50,94,50,66,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
Mow Rotom,electric;grass,1,0.3,50,65,107,105,107,86,2,1,1,0.25,1,1,2,1,1,0.5,0,2,1,2,1,1,0.5,0.5
Mr. Mime,psychic;fairy,0,54.5,40,45,65,100,120,90,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
Mr. Rime,psychic;ice,0,58.2,80,85,75,110,100,70,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1
Mudbray,ground;none,0,110,70,100,70,45,55,45,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
Mudkip,water;none,0,7.6,50,70,50,50,50,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Mudsdale,ground;none,0,920,100,125,100,55,85,35,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
Muk,poison;none,0,30,105,105,75,65,100,50,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
Munchlax,normal;none,0,105,135,85,40,40,85,5,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Munna,psychic;none,0,23.3,76,25,45,67,55,24,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
Murkrow,dark;flying,0,2.1,60,85,42,85,42,91,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
Musharna,psychic;none,0,60.5,116,55,85,107,95,29,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
Nacli,rock,0,16,55,55,75,35,35,25,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
Naclstack,rock,0,105,60,60,100,35,65,35,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
Naganadel,poison;dragon,0,150,73,73,73,127,73,121,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5
Natu,psychic;flying,0,2,40,50,45,70,45,70,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
Necrozma,psychic;none,0,230,97,107,101,127,89,79,1.5,1.5,1,1,1,0.5,1,1,1.5,1,1,1,1,1,0.5,1,1,1
Nickit,dark;none,0,8.9,40,28,28,47,52,50,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
Nidoking,poison;ground,0,62,81,102,77,85,75,85,0.5,1,1,0,0.5,0.5,1,1,1,1,2,2,1,0.25,2,0.5,1,2
Nidoqueen,poison;ground,0,60,90,92,87,75,85,76,0.5,1,1,0,0.5,0.5,1,1,1,1,2,2,1,0.25,2,0.5,1,2
Nidorana female,poison;none,0,7,55,47,52,40,40,41,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
Nidorana male,poison;none,0,9,46,57,40,40,40,50,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
Nidorina,poison;none,0,20,70,62,67,55,55,56,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
Nidorino,poison;none,0,19.5,61,72,57,55,55,65,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
Nihilego,rock;poison,0,55.5,109,53,47,127,131,103,0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2
Nincada,bug;ground,0,5.5,31,45,90,30,30,40,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2
Ninetales,fire;none,0,19.9,73,76,75,81,100,100,0.5,1,1,1,0.5,1,0,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Ninjask,bug;flying,0,12,61,90,45,50,50,160,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
Noctowl,normal;flying,0,40.8,100,50,50,86,96,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Noibat,flying;dragon,0,8,40,30,35,45,40,55,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
Noivern,flying;dragon,0,85,85,70,80,97,80,123,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
Nosepass,rock;none,0,97,30,45,135,45,90,30,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
Numel,fire;ground,0,24,60,60,40,65,45,35,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4
Nuzleaf,grass;dark,0,28,70,70,40,60,40,60,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
Nymble,bug,0,1,33,46,40,21,25,45,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Obstagoon,dark;normal,0,46,93,90,101,60,81,95,2,0.5,1,1,2,4,1,1,0,1,1,1,1,1,0,1,1,1
Octillery,water;none,0,28.5,75,105,75,105,75,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Oddish,grass;poison,0,5.4,45,50,55,75,65,30,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
Oinkologne,normal,0,120,110,100,75,59,80,65,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Omanyte,rock;water,0,7.5,35,40,100,90,55,35,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
Omastar,rock;water,0,35,70,60,125,115,70,55,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
Onix,rock;ground,0,210,35,45,160,30,45,70,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
Oranguru,normal;psychic,0,76,90,60,80,90,110,60,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1
Orbeetle,bug;psychic,0,40.8,60,45,110,80,120,90,2,2,1,1,1,0.25,2,2,2,0.5,0.5,1,1,1,0.5,2,1,1
Oricorio Baile Style,fire;flying,0,3.4,75,70,70,98,70,93,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
Oricorio Pa'u Style,psychic;flying,0,3.4,75,70,70,98,70,93,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
Oricorio Pom-Pom Style,electric;flying,0,3.4,75,70,70,98,70,93,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
Oricorio Sensu Style,ghost;flying,0,3.4,75,70,70,98,70,93,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1
Origin Forme Giratina,ghost;dragon,1,650,150,120,100,120,100,90,0.5,2,2,0.5,2,0,0.5,1,2,0.5,0,2,0,0.5,1,1,1,0.5
Orthworm,steel,0,310,70,85,145,60,55,65,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
Oshawott,water;none,0,5.9,55,55,45,63,45,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Overqwil,dark;poison,0,60.5,85,115,95,65,65,85,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
Pachirisu,electric;none,0,3.9,60,45,70,45,90,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Palafin,water,0,78.8,100,160,97,106,87,100,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Palkia,water;dragon,0,336,90,120,100,150,120,100,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25
Palossand,ghost;ground,0,250,85,75,110,100,75,35,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
Palpitoad,water;ground,0,17,75,65,55,65,55,69,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
Pancham,fighting;none,0,8,67,82,62,46,48,43,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
Pangoro,fighting;dark,0,136,95,124,78,69,71,58,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
Panpour,water;none,0,13.5,50,53,48,53,48,64,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Pansage,grass;none,0,10.5,50,53,48,53,48,64,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Pansear,fire;none,0,11,50,53,48,53,48,64,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Paras,bug;grass,0,5.4,35,70,55,45,55,25,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
Parasect,bug;grass,0,29.5,60,95,80,60,80,30,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
Passimian,fighting;none,0,82.8,100,120,90,40,60,80,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
Patrat,normal;none,0,11.6,45,55,39,35,39,42,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Pawmi,electric,0,2.5,45,50,20,40,25,60,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Pawmo,fighting;electric,0,6.5,60,75,40,50,40,85,0.5,0.5,1,0.5,2,1,1,1,1,1,2,1,1,1,2,0.5,0.5,1
Pawmot,electric;fighting,0,41,70,115,70,70,60,105,0.5,0.5,1,0.5,2,1,1,1,1,1,2,1,1,1,2,0.5,0.5,1
Pawniard,dark;steel,0,10.2,45,85,70,40,40,60,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1
Pelipper,water;flying,0,28,60,50,100,95,70,65,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
